"","Chromosome","Start","End","Score","Strand","Phase","gene_short_name","Note","Cluster"
"22223","chr4",25844617,25846162,".","-",".","Medtr4g068860","Non-symbiotic hemoglobin","cluster3"
"22250","chr4",26018774,26019491,".","+",".","Medtr4g069220","Lipid transfer protein","cluster3"
"22276","chr4",26211642,26212772,".","+",".","Medtr4g069700","hypothetical protein","cluster3"
"22277","chr4",26220199,26221517,".","+",".","Medtr4g069720","hypothetical protein","cluster3"
"22421","chr4",27248887,27252110,".","+",".","Medtr4g071860","fructose-bisphosphate aldolase class I","cluster3"
"22553","chr4",27963345,27966995,".","+",".","Medtr4g073690","nodulin-like/MFS transporter","cluster3"
"22574","chr4",28127418,28130175,".","-",".","Medtr4g074030","amidase C869.01-like protein putative","cluster3"
"22634","chr4",28595019,28596589,".","+",".","Medtr4g074995","lignin-forming anionic peroxidase","cluster3"
"22711","chr4",29217666,29218827,".","+",".","Medtr4g076255","glucan endo-13-beta-glucosidase","cluster3"
"22713","chr4",29224498,29226536,".","+",".","Medtr4g076430","glucan endo-13-beta-glucosidase","cluster3"
"22714","chr4",29228522,29231106,".","+",".","Medtr4g076440","glucan endo-13-beta-glucosidase","cluster3"
"22730","chr4",29313688,29316024,".","+",".","Medtr4g076640","hypothetical protein","cluster3"
"22808","chr4",29830703,29831531,".","+",".","Medtr4g077777","hypothetical protein","cluster3"
"22826","chr4",29972262,29975536,".","-",".","Medtr4g078110","cytochrome P450 family protein","cluster3"
"22854","chr4",30173251,30174822,".","+",".","Medtr4g078310","DUF506 family protein","cluster3"
"22906","chr4",30550624,30556632,".","-",".","Medtr4g079140","seven transmembrane MLO family protein","cluster3"
"22958","chr4",30897081,30897843,".","+",".","Medtr4g079830","agenet domain protein","cluster3"
"22992","chr4",31176385,31178403,".","-",".","Medtr4g080360","papain family cysteine protease","cluster3"
"23049","chr4",31542781,31545343,".","-",".","Medtr4g081380","thioredoxin","cluster3"
"23070","chr4",31694243,31698110,".","+",".","Medtr4g081640","S-locus lectin kinase family protein","cluster3"
"23091","chr4",31871462,31873646,".","-",".","Medtr4g081870","NAC transcription factor-like protein","cluster3"
"23118","chr4",32084257,32085405,".","+",".","Medtr4g082360","transmembrane protein putative","cluster3"
"23196","chr4",32605251,32608276,".","+",".","Medtr4g083500","O-glycosyl hydrolase family 17 protein","cluster3"
"23231","chr4",32854795,32857494,".","-",".","Medtr4g084480","glycoside hydrolase family 17 protein","cluster3"
"23281","chr4",33356434,33357719,".","+",".","Medtr4g485550","Serine/Threonine kinase plant-type protein putative","cluster3"
"23320","chr4",33643564,33646615,".","+",".","Medtr4g086020","ferredoxin-nitrite reductase","cluster3"
"23349","chr4",33886521,33887900,".","-",".","Medtr4g086450","cyclin-dependent kinase inhibitor family protein","cluster3"
"23366","chr4",33994961,33995689,".","-",".","Medtr4g086710","plastocyanin-like domain protein","cluster3"
"23367","chr4",33999721,34000379,".","-",".","Medtr4g086730","plastocyanin-like domain protein","cluster3"
"23368","chr4",34003089,34003801,".","-",".","Medtr4g086740","plastocyanin-like domain protein","cluster3"
"23369","chr4",34007418,34008307,".","-",".","Medtr4g086750","plastocyanin-like domain protein","cluster3"
"23380","chr4",34130426,34133764,".","-",".","Medtr4g087110","senescence-associated nodulin","cluster3"
"23385","chr4",34147846,34149676,".","-",".","Medtr4g087160","maternal effect embryo arrest protein putative","cluster3"
"23431","chr4",34555984,34558798,".","-",".","Medtr4g087830","phospholipase A1","cluster3"
"23471","chr4",34817008,34820273,".","-",".","Medtr4g088225","cellulose synthase-like protein D3","cluster3"
"23549","chr4",35372760,35374567,".","-",".","Medtr4g088770","plant-specific domain TIGR01615 family protein","cluster3"
"23608","chr4",35791127,35796013,".","-",".","Medtr4g089155","serine carboxypeptidase-like protein","cluster3"
"23683","chr4",36372727,36377088,".","+",".","Medtr4g091690","G-type lectin S-receptor-like Serine/Threonine-kinase","cluster3"
"23694","chr4",36432757,36436681,".","+",".","Medtr4g091850","G-type lectin S-receptor-like Serine/Threonine-kinase","cluster3"
"23730","chr4",36675890,36677921,".","-",".","Medtr4g092530","LRR receptor-like kinase family protein putative","cluster3"
"23732","chr4",36683621,36685791,".","-",".","Medtr4g092550","tyrosine kinase family protein","cluster3"
"23794","chr4",37134680,37137945,".","-",".","Medtr4g093580","beta-ureidopropionase-like protein","cluster3"
"23832","chr4",37344406,37348410,".","-",".","Medtr4g094010","white-brown-complex ABC transporter family protein putative","cluster3"
"23862","chr4",37592734,37593635,".","+",".","Medtr4g094275","chaperone DnaJ domain protein","cluster3"
"23872","chr4",37671153,37672443,".","+",".","Medtr4g094302","NAC transcription factor-like protein","cluster3"
"23885","chr4",37767210,37771844,".","-",".","Medtr4g094340","auxin-induced 5NG4-like protein","cluster3"
"23953","chr4",38219238,38222122,".","-",".","Medtr4g094550","stress up-regulated Nod 19 protein","cluster3"
"24044","chr4",38931126,38934189,".","-",".","Medtr4g094772","cytochrome P450 family 81 protein","cluster3"
"24056","chr4",39047486,39050309,".","+",".","Medtr4g094812","caffeoyl-CoA 3-O-methyltransferase","cluster3"
"24112","chr4",39583537,39587364,".","-",".","Medtr4g095050","cytochrome P450 family protein","cluster3"
"24135","chr4",39823303,39825882,".","-",".","Medtr4g095500","GRAS family transcription factor","cluster3"
"24137","chr4",39871413,39872959,".","-",".","Medtr4g095600","lateral organ boundaries (LOB) domain protein","cluster3"
"24171","chr4",40092375,40093365,".","+",".","Medtr4g097280","VQ motif protein","cluster3"
"24186","chr4",40193783,40196352,".","+",".","Medtr4g097530","transmembrane protein putative","cluster3"
"24249","chr4",40837628,40840233,".","+",".","Medtr4g098900","purine permease","cluster3"
"24252","chr4",40866852,40868963,".","+",".","Medtr4g098930","expansin-B1-like protein","cluster3"
"24347","chr4",41708628,41711018,".","-",".","Medtr4g101010","hypothetical protein","cluster3"
"24363","chr4",41820242,41821013,".","+",".","Medtr4g101260","Lipid transfer protein","cluster3"
"24388","chr4",42095514,42096125,".","-",".","Medtr4g101760","plant invertase/pectin methylesterase inhibitor","cluster3"
"24418","chr4",42326288,42327158,".","-",".","Medtr4g102220","DUF1442 family protein","cluster3"
"24432","chr4",42460563,42464677,".","+",".","Medtr4g102440","PGR5-like protein 1A","cluster3"
"24444","chr4",42536493,42538340,".","-",".","Medtr4g102620","molybdenum cofactor sulfurase-like protein","cluster3"
"24499","chr4",42908965,42913622,".","-",".","Medtr4g103760","WD domain G-beta repeat protein","cluster3"
"24537","chr4",43163284,43166613,".","+",".","Medtr4g104140","BTB/POZ and TAZ domain protein","cluster3"
"24551","chr4",43266869,43268909,".","-",".","Medtr4g104540","cytochrome P450 family 71 protein","cluster3"
"24552","chr4",43273970,43275874,".","-",".","Medtr4g104550","cytochrome P450 family 71 protein","cluster3"
"24561","chr4",43378451,43379731,".","-",".","Medtr4g104700","component of high affinity nitrate transporter","cluster3"
"24562","chr4",43383529,43385189,".","-",".","Medtr4g104730","component of high affinity nitrate transporter","cluster3"
"24669","chr4",44175642,44176428,".","+",".","Medtr4g106500","UVI1 putative","cluster3"
"24715","chr4",44583772,44586598,".","+",".","Medtr4g107630","integral membrane HPP family protein","cluster3"
"24743","chr4",44750401,44754733,".","+",".","Medtr4g107970","WRKY family transcription factor","cluster3"
"24786","chr4",45016612,45017992,".","-",".","Medtr4g108700","transmembrane protein putative","cluster3"
"24821","chr4",45295705,45299578,".","+",".","Medtr4g109170","LRR receptor-like kinase family protein","cluster3"
"24837","chr4",45414761,45417870,".","-",".","Medtr4g109360","UDP-glucose 6-dehydrogenase family protein","cluster3"
"24865","chr4",45622091,45627309,".","-",".","Medtr4g109720","ABC transporter B family protein","cluster3"
"24901","chr4",45926728,45932742,".","+",".","Medtr4g112790","phosphoribulokinase/uridine kinase-like protein","cluster3"
"25010","chr4",46709491,46710604,".","+",".","Medtr4g113600","plant/MSJ11-3 protein putative","cluster3"
"25048","chr4",46952496,46953523,".","-",".","Medtr4g114080","lactoylglutathione lyase/glyoxalase I family protein","cluster3"
"25056","chr4",46999489,47003711,".","+",".","Medtr4g114340","peptide/nitrate transporter","cluster3"
"25066","chr4",47066753,47069352,".","+",".","Medtr4g114250","S-locus lectin kinase family protein","cluster3"
"25068","chr4",47074988,47077517,".","-",".","Medtr4g114270","S-locus lectin kinase family protein","cluster3"
"25073","chr4",47099546,47100077,".","+",".","Medtr4g114560","hypothetical protein","cluster3"
"25074","chr4",47100854,47101969,".","-",".","Medtr4g114570","ethylene response factor","cluster3"
"25076","chr4",47130165,47131143,".","+",".","Medtr4g114600","transmembrane protein putative","cluster3"
"25089","chr4",47211687,47214518,".","-",".","Medtr4g114710","equilibrative nucleoside transporter 6","cluster3"
"25152","chr4",47810138,47811531,".","+",".","Medtr4g115690","hypothetical protein","cluster3"
"25168","chr4",47897677,47901019,".","-",".","Medtr4g115920","monogalactosyldiacylglycerol synthase","cluster3"
"25196","chr4",48106636,48107654,".","-",".","Medtr4g116277","plant/F18G18-20 protein","cluster3"
"25237","chr4",48423529,48424872,".","-",".","Medtr4g116920","glycoside hydrolase family 18 protein","cluster3"
"25250","chr4",48521336,48522950,".","-",".","Medtr4g117090","xyloglucanase-specific endoglucanase inhibitor protein","cluster3"
"25332","chr4",49075128,49076155,".","+",".","Medtr4g118480","transmembrane protein putative","cluster3"
"25353","chr4",49222579,49224515,".","-",".","Medtr4g118800","plant integral membrane protein","cluster3"
"25414","chr4",49633553,49634198,".","+",".","Medtr4g119790","flowering-promoting factor-like protein","cluster3"
"25417","chr4",49656992,49659929,".","-",".","Medtr4g119830","protein phosphatase 2C-like protein","cluster3"
"25467","chr4",49999676,50001780,".","-",".","Medtr4g120760","pathogenesis-related protein bet V I family protein","cluster3"
"25470","chr4",50008936,50009714,".","+",".","Medtr4g120800","phosphoglucomutase putative","cluster3"
"25476","chr4",50070322,50071629,".","-",".","Medtr4g120940","pathogenesis-related protein bet V I family protein","cluster3"
"25478","chr4",50078482,50079473,".","-",".","Medtr4g120970","pathogenesis-related protein bet V I family protein","cluster3"
"25497","chr4",50246542,50247970,".","+",".","Medtr4g121570","3-oxo-delta(45)-steroid 5-beta-reductase-like protein","cluster3"
"25570","chr4",50707590,50708388,".","-",".","Medtr4g122930","plant/F25P12-18 protein","cluster3"
"25627","chr4",51195926,51202969,".","+",".","Medtr4g124040","ABC transporter B family protein","cluster3"
"25779","chr4",52366719,52370164,".","-",".","Medtr4g126020","calmodulin-binding family protein","cluster3"
"25827","chr4",52726651,52730171,".","-",".","Medtr4g127120","plant intracellular ras-group-related LRR protein","cluster3"
"25857","chr4",52970839,52971920,".","-",".","Medtr4g127560","calcium-binding EF-hand protein","cluster3"
"25859","chr4",52982642,52987092,".","-",".","Medtr4g127570","importin subunit alpha","cluster3"
"25917","chr4",53424658,53427023,".","+",".","Medtr4g128310","galactosyltransferase family protein","cluster3"
"25926","chr4",53492188,53493399,".","+",".","Medtr4g128410","xyloglucan endotransglucosylase/hydrolase family protein","cluster3"
"25928","chr4",53498245,53499858,".","+",".","Medtr4g128580","xyloglucan endotransglucosylase/hydrolase family protein","cluster3"
"25932","chr4",53536963,53544282,".","+",".","Medtr4g128640","FGGY family of carbohydrate kinase","cluster3"
"25944","chr4",53621554,53628047,".","+",".","Medtr4g128840","xylose isomerase","cluster3"
"25975","chr4",53843061,53846631,".","-",".","Medtr4g129270","trehalose-6-phosphate synthase domain protein","cluster3"
"26095","chr4",54724088,54728861,".","-",".","Medtr4g131180","NADP-dependent glyceraldehyde-3-phosphate dehydrogenase","cluster3"
"26222","chr4",55544901,55548045,".","-",".","Medtr4g132810","tyrosine specific protein phosphatase family protein","cluster3"
"26232","chr4",55615094,55616274,".","-",".","Medtr4g132940","DUF506 family protein","cluster3"
"26235","chr4",55622354,55623578,".","-",".","Medtr4g132963","DUF506 family protein","cluster3"
"26237","chr4",55629660,55631124,".","-",".","Medtr4g132970","DUF506 family protein","cluster3"
"26320","chr4",56157909,56159319,".","+",".","Medtr4g134130","universal stress family protein","cluster3"
"26321","chr4",56160044,56162081,".","+",".","Medtr4g134140","universal stress family protein","cluster3"
"26378","chr5",35172,37347,".","+",".","Medtr5g004620","nucleotide/sugar transporter family protein","cluster3"
"26388","chr5",130710,133119,".","-",".","Medtr5g004800","C2 domain protein","cluster3"
"26424","chr5",383296,389075,".","+",".","Medtr5g005370","inositol 134-trisphosphate 5/6-kinase","cluster3"
"26431","chr5",469087,474491,".","-",".","Medtr5g005480","cysteine-rich receptor-kinase-like protein","cluster3"
"26434","chr5",489932,494235,".","-",".","Medtr5g005540","D-arabinono-14-lactone oxidase-like protein","cluster3"
"26455","chr5",653169,654316,".","-",".","Medtr5g005850","2-hydroxyisoflavanone dehydratase","cluster3"
"26472","chr5",748169,751708,".","-",".","Medtr5g006070","sugar porter (SP) family MFS transporter","cluster3"
"26503","chr5",923125,924542,".","-",".","Medtr5g006450","acetyltransferase (GNAT) domain protein","cluster3"
"26504","chr5",925743,926338,".","-",".","Medtr5g006460","acetyltransferase (GNAT) domain protein","cluster3"
"26505","chr5",927842,928661,".","-",".","Medtr5g006470","acetyltransferase (GNAT) domain protein","cluster3"
"26527","chr5",1057515,1059468,".","+",".","Medtr5g006750","12-oxophytodienoate reductase-like protein","cluster3"
"26593","chr5",1406233,1408464,".","-",".","Medtr5g007550","cytochrome P450 family 71 protein","cluster3"
"26609","chr5",1477512,1479029,".","+",".","Medtr5g007713","chalcone and stilbene synthase family protein","cluster3"
"26610","chr5",1481579,1483333,".","+",".","Medtr5g007717","chalcone and stilbene synthase family protein","cluster3"
"26612","chr5",1491469,1493177,".","+",".","Medtr5g007730","chalcone and stilbene synthase family protein","cluster3"
"26690","chr5",1905933,1908763,".","-",".","Medtr5g008720","DUF506 family protein","cluster3"
"26696","chr5",1945768,1947990,".","-",".","Medtr5g008820","fatty acyl-CoA synthetase family protein","cluster3"
"26720","chr5",2114676,2117290,".","-",".","Medtr5g009140","triacylglycerol lipase","cluster3"
"26744","chr5",2264727,2266250,".","-",".","Medtr5g009460","myb transcription factor","cluster3"
"26770","chr5",2447611,2451302,".","+",".","Medtr5g009780","cation/H+ exchanger 3","cluster3"
"26840","chr5",2886629,2887780,".","-",".","Medtr5g010635","pathogenesis-related thaumatin family protein","cluster3"
"26841","chr5",2891505,2892704,".","-",".","Medtr5g010640","pathogenesis-related thaumatin family protein","cluster3"
"26901","chr5",3276591,3277396,".","+",".","Medtr5g011430","hypothetical protein","cluster3"
"27024","chr5",4173830,4176602,".","-",".","Medtr5g013260","FAD/NAD(P)-binding oxidoreductase family protein","cluster3"
"27040","chr5",4262829,4265000,".","-",".","Medtr5g013440","expansin-B1-like protein","cluster3"
"27074","chr5",4586290,4588726,".","+",".","Medtr5g013910","haloacid dehalogenase-like hydrolase","cluster3"
"27155","chr5",5227392,5228070,".","-",".","Medtr5g015190","VQ motif protein","cluster3"
