Gene_ID,R_stat,R_padj,M_stat,M_padj,I_stat,I_padj,Category
Medtr4g014630,77.5652,0,1.2001,0.5132,0.0296,NA,R only
Medtr4g014640,78.9248,0,0.8972,0.589,0.0263,NA,R only
Medtr4g014790,89.6803,0,0,1,0.6439,0.9772,R only
Medtr4g015030,9.7906,0.0198,2.1499,0.3394,1.518,0.9097,R only
Medtr4g015700,95.7952,0,0.0117,0.964,0.0026,NA,R only
Medtr4g015720,108.1301,0,0.1013,0.8866,0.7795,0.9705,R only
Medtr4g015740,40.133,0,0.3459,0.769,0.6747,0.9757,R only
Medtr4g015750,188.7655,0,0.0133,0.9613,0.6231,0.9786,R only
Medtr4g015980,84.883,0,0.1325,0.8693,0.007,NA,R only
Medtr4g016445,27.0004,0,0.5307,0.7002,2.1556,NA,R only
Medtr4g016720,9.8883,0.019,3.0047,0.2357,0.4624,0.9895,R only
Medtr4g016730,9.4194,0.0235,0.8147,0.6116,0.975,0.9548,R only
Medtr4g016850,12.1849,0.0065,0.9099,0.5861,0.3498,NA,R only
Medtr4g017200,8.6903,0.0325,3.9656,0.1566,0.0622,0.998,R only
Medtr4g017440,53.5662,0,0.0081,0.9705,0.1416,0.998,R only
Medtr4g017620,10.5461,0.014,0.0366,0.9347,3.3251,NA,R only
Medtr4g017790,113.2809,0,0.0011,0.9895,0.0009,NA,R only
Medtr4g017820,8.5242,0.0351,1.1926,0.515,1.8394,0.8761,R only
Medtr4g017920,124.5863,0,0.0018,0.9869,0.6625,0.9757,R only
Medtr4g017940,89.5351,0,0.3096,0.784,0.0019,NA,R only
Medtr4g018680,68.4358,0,0.1276,0.8721,0.8188,0.9647,R only
Medtr4g018727,48.6475,0,0.1033,0.8854,0.0007,NA,R only
Medtr4g018733,29.2003,0,0.0497,0.9232,0.0001,NA,R only
Medtr4g018747,61.3795,0,0.7924,0.6179,0.0082,NA,R only
Medtr4g019090,12.9269,0.0046,6.4356,0.0552,0.0782,0.998,R only
Medtr4g019640,11.5034,0.009,1.0383,0.553,3.0659,0.7577,R only
Medtr4g019750,28.6585,0,3.9715,0.1562,1.0422,NA,R only
Medtr4g019870,188.3954,0,0.04,0.9313,0.5805,0.9795,R only
Medtr4g019900,14.0692,0.0027,1.8166,0.3919,0.8139,0.9649,R only
Medtr4g022430,12.0447,0.007,0.4936,0.7112,1.2678,0.9306,R only
Medtr4g023900,126.2154,0,0.1348,0.8682,0.0119,0.9996,R only
Medtr4g024550,9.0804,0.0273,0.1027,0.8858,2.5858,0.8099,R only
Medtr4g025690,7.9178,0.0453,2.6419,0.2758,1.1164,0.9423,R only
Medtr4g026050,10.0986,0.0173,0.0647,0.9124,6.504,0.463,R only
Medtr4g026590,11.9987,0.0071,0.801,0.6156,0.887,0.9599,R only
Medtr4g026620,11.9665,0.0072,0.4065,0.7446,0.137,0.998,R only
Medtr4g026680,56.2505,0,0.2378,0.8151,0.0031,NA,R only
Medtr4g026743,203.1371,0,0.9277,0.5813,0.7026,0.975,R only
Medtr4g026755,200.2854,0,0.0847,0.8976,0,1,R only
Medtr4g026815,12.5099,0.0056,0.1661,NA,0.033,NA,R only
Medtr4g026818,164.5652,0,0.9381,0.5786,0.0104,0.9996,R only
Medtr4g026830,7.7864,0.048,0.2154,0.8259,4.2221,NA,R only
Medtr4g026950,10.7299,0.0129,0.9093,0.5863,0.0001,0.9999,R only
Medtr4g026965,58.0287,0,0.0195,0.9539,0.0001,NA,R only
Medtr4g026995,32.5073,0,0.4937,0.7112,0.0157,NA,R only
Medtr4g027000,97.7084,0,0.2354,0.8163,0.8684,NA,R only
Medtr4g029210,136.4637,0,0.9627,0.5714,0.0244,NA,R only
Medtr4g029620,9.7968,0.0198,1.3596,0.4778,5.7107,0.5293,R only
Medtr4g031520,310.4721,0,0.0331,0.9382,0.0782,0.998,R only
Medtr4g031765,225.6317,0,0.0798,0.901,0,1,R only
Medtr4g031815,24.4744,0,0.1757,NA,0.018,NA,R only
Medtr4g031825,38.9649,0,0.6369,0.6645,0.0494,NA,R only
Medtr4g031900,107.1826,0,1.2135,0.5099,0.0098,NA,R only
Medtr4g033290,137.8197,0,0.3349,0.7738,2.0553,0.8597,R only
Medtr4g033830,105.6776,0,0.0448,0.9272,0.0063,0.9996,R only
Medtr4g033895,244.5782,0,0.0034,0.9812,0.1608,0.998,R only
Medtr4g033900,268.1964,0,0.0127,0.9624,0.0048,0.9996,R only
Medtr4g035268,93.5615,0,0.3709,0.7588,0.0052,NA,R only
Medtr4g035705,253.2674,0,1.6559,0.4197,1.3183,0.9288,R only
Medtr4g035725,181.6931,0,0.8055,0.6141,0.9319,0.9598,R only
Medtr4g035835,158.5003,0,0.0022,0.9853,0.0225,0.9996,R only
Medtr4g035950,124.9615,0,0.2443,0.8126,2.3668,NA,R only
Medtr4g035975,82.661,0,1.2287,0.5069,1.047,NA,R only
Medtr4g036080,8.8592,0.0302,0.8408,0.6042,0.0591,0.998,R only
Medtr4g036835,8.7741,0.0313,6.0521,0.0647,3.3852,0.7319,R only
Medtr4g037165,14.2561,0.0025,0.0714,NA,0.0133,NA,R only
Medtr4g037660,16.1963,0.001,0.849,0.6024,0.3198,NA,R only
Medtr4g038665,184.931,0,0.1355,0.8679,0.4132,0.9907,R only
Medtr4g040350,11.2401,0.0102,4.4468,0.1273,2.427,0.8219,R only
Medtr4g044383,12.2099,0.0065,5.4237,0.0843,0.7925,0.9675,R only
Medtr4g045663,89.2904,0,0.2015,0.8326,0.0029,0.9996,R only
Medtr4g045667,22.5839,0,1.5629,0.437,0.4348,0.9907,R only
Medtr4g045680,41.0001,0,0.1542,0.8575,0.0157,NA,R only
Medtr4g045800,118.6411,0,0.0016,0.9874,0.0008,0.9996,R only
Medtr4g046080,55.7134,0,0.1311,0.8703,0.0099,NA,R only
Medtr4g046087,31.134,0,-0.0001,1,0.0012,NA,R only
Medtr4g046657,29.9654,0,0.192,0.8367,0.0068,NA,R only
Medtr4g046787,61.806,0,1.0316,0.5545,0.0348,NA,R only
Medtr4g046807,284.9312,0,1.0452,0.5513,0.0061,0.9996,R only
Medtr4g046843,20.8041,0.0001,0.8889,NA,0.0796,NA,R only
Medtr4g046850,90.3273,0,0.0656,0.9115,1.1985,0.9346,R only
Medtr4g048520,245.1573,0,0.2583,0.8066,0.0008,0.9996,R only
Medtr4g051330,47.8621,0,2.6842,0.2708,0.7618,0.9723,R only
Medtr4g052380,126.1129,0,0.0013,0.9888,0.0018,0.9996,R only
Medtr4g052650,94.3819,0,0.0636,0.913,0.0001,NA,R only
Medtr4g053180,120.6799,0,0.0923,0.8923,0.0094,0.9996,R only
Medtr4g053210,220.1066,0,0.0432,0.9283,0.0001,0.9999,R only
Medtr4g053430,9.6179,0.0215,3.7596,0.1719,0.0822,0.998,R only
Medtr4g053580,149.5079,0,0.0889,0.8945,0.0001,0.9999,R only
Medtr4g053785,8.3154,0.0383,0.6827,0.6507,0.604,0.9786,R only
Medtr4g055095,104.3211,0,0.0004,0.9939,0.0015,NA,R only
Medtr4g055230,8.6979,0.0324,3.6709,0.1784,0.2763,0.9955,R only
Medtr4g055310,8.6281,0.0334,0.2611,0.8052,0.1571,0.998,R only
Medtr4g055680,141.5125,0,0.0693,0.9084,0.2827,0.9955,R only
Medtr4g056320,122.4855,0,0.8536,0.601,0.0034,0.9996,R only
Medtr4g056360,261.2583,0,0.1622,0.853,0.001,0.9996,R only
Medtr4g056380,117.519,0,0.3592,0.7638,0.4797,NA,R only
Medtr4g057100,54.6749,0,0.5781,0.6836,0.0136,NA,R only
Medtr4g057110,127.7054,0,0.3266,0.7773,0.0023,NA,R only
Medtr4g057120,117.3231,0,0.3136,0.7825,3.3342,0.7387,R only
Medtr4g057133,28.7077,0,0.0076,0.9718,0.6867,NA,R only
Medtr4g057160,134.5625,0,0.2547,0.8081,0.0003,0.9997,R only
Medtr4g057257,96.2668,0,0.0043,0.9789,1.0227,0.9514,R only
Medtr4g057260,157.2724,0,0.0389,0.9325,0.0049,0.9996,R only
Medtr4g057680,171.3963,0,0.0162,0.9579,0.6163,0.9786,R only
Medtr4g057830,27.6571,0,0.1577,0.8553,1.8246,0.8774,R only
Medtr4g058890,33.9116,0,0.0741,0.9051,0.5002,0.988,R only
Medtr4g059755,168.783,0,0.0864,0.8961,1.596,0.9056,R only
Medtr4g059760,36.574,0,0.0257,0.9456,0.0877,NA,R only
Medtr4g059833,190.2148,0,0.5248,0.7019,0.242,0.998,R only
Medtr4g059837,210.1502,0,0.0532,0.9211,0.7278,0.9748,R only
Medtr4g059870,36.2581,0,0.5778,0.6837,0.0011,0.9996,R only
Medtr4g059890,75.0865,0,0.027,0.9444,0.0046,NA,R only
Medtr4g059900,232.3583,0,0.0349,0.9362,2.1962,0.8509,R only
Medtr4g060000,183.8036,0,0.0007,0.9921,1.2176,0.9329,R only
Medtr4g060050,21.6533,0.0001,0.0267,0.9448,1.1817,NA,R only
Medtr4g060370,135.2353,0,0.0881,0.8951,1.5153,0.9097,R only
Medtr4g060437,143.6191,0,5.3323,0.0874,1.2995,NA,R only
Medtr4g060590,246.0168,0,0.897,0.589,1.1237,0.9414,R only
Medtr4g060605,27.5096,0,0.2197,0.8241,0.0265,NA,R only
Medtr4g060610,140.4664,0,0.6542,0.6593,0.0083,0.9996,R only
Medtr4g060650,91.5649,0,0.0971,0.8892,0.0096,0.9996,R only
Medtr4g060660,58.9443,0,0.5461,0.6943,0.0004,0.9996,R only
Medtr4g060700,137.132,0,1.4177,0.466,0.0117,NA,R only
Medtr4g060705,21.8168,0.0001,1.3423,NA,0.125,NA,R only
Medtr4g060720,113.5293,0,0.3552,0.7652,1.276,0.9306,R only
Medtr4g060730,64.7507,0,0.4201,0.7389,0.0436,0.998,R only
Medtr4g060920,8.8154,0.0307,0.463,0.7231,0.0731,NA,R only
Medtr4g060930,11.1631,0.0105,1.0503,0.55,0.7919,NA,R only
Medtr4g061610,28.7671,0,0.3985,0.748,2.8427,NA,R only
Medtr4g061670,8.5873,0.034,3.5153,0.1906,0.8336,0.9636,R only
Medtr4g062080,8.1984,0.0403,2.8489,0.2519,0.9423,0.9596,R only
Medtr4g062270,9.8831,0.0191,0.787,0.6196,3.5322,0.7196,R only
Medtr4g063080,8.0322,0.0433,6.6128,0.0515,2.0587,0.8597,R only
Medtr4g063680,16.4976,0.0008,0.8129,0.612,0.0425,NA,R only
Medtr4g063690,251.7642,0,1.4341,0.4623,0.7715,0.9716,R only
Medtr4g063735,14.3953,0.0023,0.9568,NA,0.1229,NA,R only
Medtr4g063740,125.0323,0,0.0338,0.9374,1.6664,0.8999,R only
Medtr4g063760,202.2907,0,0.004,0.9798,1.8804,0.8715,R only
Medtr4g063770,166.4684,0,0.0033,0.9818,0.0317,0.9993,R only
Medtr4g064803,212.5328,0,0.4294,0.7352,0,0.9999,R only
Medtr4g064830,91.582,0,0.1174,0.8771,0.0261,NA,R only
Medtr4g064893,29.9324,0,3.5253,0.1897,0.0415,0.998,R only
Medtr4g064933,14.8913,0.0018,2.1474,0.3397,5.1421,0.58,R only
Medtr4g065085,274.9372,0,0.1166,0.8774,0.011,0.9996,R only
Medtr4g065087,8.39,0.0372,0.5855,0.6813,0.1803,NA,R only
Medtr4g065200,139.4684,0,1.0291,0.5551,1.1996,0.9346,R only
Medtr4g065220,44.3423,0,0.9931,0.5637,2.5748,NA,R only
Medtr4g065390,163.9876,0,0.0128,0.9623,1.7198,0.8918,R only
Medtr4g065405,8.6515,0.0331,0.397,NA,0.0469,NA,R only
Medtr4g065410,225.9506,0,0.2293,0.8194,0.0033,0.9996,R only
Medtr4g065455,156.2741,0,0.0421,0.9294,0,0.9999,R only
Medtr4g065510,235.4905,0,0.0042,0.9792,3.0129,0.7647,R only
Medtr4g065720,321.3394,0,0.019,0.9544,0.8233,0.9642,R only
Medtr4g065730,163.1558,0,0.2614,0.8051,0.821,0.9644,R only
Medtr4g065820,212.51,0,0.0478,0.9247,0.0253,0.9996,R only
Medtr4g065840,113.0584,0,0.1295,0.8712,0.0004,NA,R only
Medtr4g065960,186.4847,0,3.3412,0.2048,1.3006,0.9301,R only
Medtr4g065970,122.4757,0,1.1428,0.527,0.5947,0.9786,R only
Medtr4g066000,8.5087,0.0353,0.0021,0.9857,0.004,0.9996,R only
Medtr4g066070,348.1196,0,0.2164,0.8257,1.5178,0.9097,R only
Medtr4g066160,138.8804,0,0.0638,0.913,0.0621,0.998,R only
Medtr4g066250,9.8768,0.0191,2.4616,NA,0.6373,NA,R only
Medtr4g066270,35.2806,0,0.5571,0.6908,0.0466,NA,R only
Medtr4g066290,243.8706,0,0.1283,0.8717,0.0931,0.998,R only
Medtr4g067020,13.5164,0.0035,0.0745,NA,3.6164,NA,R only
Medtr4g067100,9.5998,0.0216,3.8247,0.1668,0.2742,0.9956,R only
Medtr4g067110,16.8638,0.0007,0.0556,0.9192,2.1055,0.8576,R only
Medtr4g067130,108.0996,0,0.5207,0.7033,0.0047,NA,R only
Medtr4g068000,10.6313,0.0135,0.0018,0.9869,0.3002,0.9935,R only
Medtr4g068300,7.8732,0.0463,0.6127,0.6726,0.0811,NA,R only
Medtr4g068570,8.0086,0.0437,5.303,0.0885,0.4527,NA,R only
Medtr4g068670,8.2413,0.0395,3.4855,0.1928,0.0379,NA,R only
Medtr4g069170,204.0747,0,0.2969,0.7893,0.001,0.9996,R only
Medtr4g069200,79.3577,0,0.7117,0.642,2.0219,NA,R only
Medtr4g069770,8.4629,0.036,0.7826,0.6208,0.3979,0.9907,R only
Medtr4g070690,315.9998,0,0.0095,0.9682,0.9894,0.9518,R only
Medtr4g070810,16.6917,0.0007,6.0183,0.0656,1.308,0.9299,R only
Medtr4g071710,37.497,0,0.6064,0.6747,0.7929,NA,R only
Medtr4g071890,85.7109,0,0.2777,0.7981,0.0021,NA,R only
Medtr4g073530,8.0253,0.0434,0.692,0.6478,0.0189,0.9996,R only
Medtr4g073620,11.9482,0.0073,5.0047,0.1004,1.461,0.9165,R only
Medtr4g074030,10.3949,0.0151,2.1537,0.3388,2.5845,0.8099,R only
Medtr4g074600,13.2616,0.0039,1.1122,0.5341,0.1062,0.998,R only
Medtr4g074995,32.4464,0,1.7543,0.402,0.0992,NA,R only
Medtr4g075500,8.3427,0.0379,0.0156,0.9585,0.0404,0.998,R only
Medtr4g075730,8.3902,0.0372,0.1596,0.8545,0.2181,0.998,R only
Medtr4g076120,13.6274,0.0033,0.8413,0.6041,0.6033,0.9786,R only
Medtr4g076140,13.6287,0.0033,2.6916,0.2698,0.0001,0.9999,R only
Medtr4g076560,10.5931,0.0138,0.6388,0.6642,0.0634,0.998,R only
Medtr4g076600,28.8311,0,3.5869,0.1848,0.1333,0.998,R only
Medtr4g076870,8.3118,0.0384,0.0105,0.9666,0.9035,0.9598,R only
Medtr4g076970,66.2614,0,0.3474,0.7683,0.0016,0.9996,R only
Medtr4g077250,11.8588,0.0076,3.1259,0.2241,0.9381,0.9598,R only
Medtr4g077777,15.0091,0.0017,0.1298,0.8709,0.3081,0.993,R only
Medtr4g077900,13.5677,0.0034,0.8233,0.6092,1.7133,0.8939,R only
Medtr4g078545,11.9707,0.0072,0.1981,0.8343,0.0001,0.9999,R only
Medtr4g079610,102.9106,0,0.3698,0.7594,0.015,NA,R only
Medtr4g079630,157.2414,0,0.0392,0.9322,0.6178,NA,R only
Medtr4g080040,16.1927,0.001,0.6074,0.6745,0.0216,NA,R only
Medtr4g080065,27.1396,0,2.2993,0.3186,0.7743,0.9712,R only
Medtr4g080070,62.4428,0,0.0067,0.9734,0.1744,0.998,R only
Medtr4g080080,17.2973,0.0006,0.1107,NA,0.0015,NA,R only
Medtr4g080083,129.8871,0,0.1643,0.852,0.0214,0.9996,R only
Medtr4g080140,26.9433,0,0.8159,0.6114,0.0362,0.9993,R only
Medtr4g080580,10.0679,0.0175,2.2547,0.3251,1.169,0.9366,R only
Medtr4g080610,8.1221,0.0417,0.014,0.9605,4.5393,NA,R only
Medtr4g080803,22.1114,0.0001,0.0373,0.9345,0.9348,NA,R only
Medtr4g080823,9.9306,0.0187,0.1077,0.8832,0.6137,NA,R only
Medtr4g081200,16.6594,0.0008,1.2467,0.5029,1.629,NA,R only
Medtr4g082160,38.0633,0,3.1416,0.2228,1.0372,NA,R only
Medtr4g082290,20.2419,0.0001,0.0159,NA,0.0044,NA,R only
Medtr4g082325,9.6219,0.0214,6.4316,0.0553,7.5323,0.381,R only
Medtr4g082355,12.5431,0.0055,0.1838,0.8407,0.0072,0.9996,R only
Medtr4g082365,53.5534,0,0.5842,0.6817,0.0175,0.9996,R only
Medtr4g082560,10.2023,0.0165,3.3421,0.2048,1.0827,0.9443,R only
Medtr4g082930,24.5825,0,5.4953,0.0818,3.6357,0.7119,R only
Medtr4g082990,14.1951,0.0025,0.1856,0.8399,0.3253,NA,R only
Medtr4g083330,13.4155,0.0037,1.092,0.5393,0.2418,0.998,R only
Medtr4g083570,9.1127,0.0269,1.0651,0.5465,3.856,0.6891,R only
Medtr4g083680,42.8303,0,0.9501,0.5749,2.1671,0.8555,R only
Medtr4g083960,7.7317,0.0492,2.2058,0.332,3.3013,0.7398,R only
Medtr4g084480,12.8473,0.0048,0.0191,0.9543,0.1726,0.998,R only
Medtr4g084750,8.216,0.04,0.5666,0.6874,0.0035,0.9996,R only
Medtr4g085800,222.398,0,0.3324,0.7749,0.0004,0.9996,R only
Medtr4g086020,21.8345,0.0001,2.8509,0.2517,0.7774,0.9707,R only
Medtr4g086250,23.1435,0,1.9559,NA,0.0617,NA,R only
Medtr4g087250,14.9082,0.0018,0.4158,0.7408,0.01,0.9996,R only
Medtr4g087420,14.2345,0.0025,1.2538,0.5011,0.8471,0.9633,R only
Medtr4g088225,44.651,0,0.4196,0.7391,0.078,0.998,R only
Medtr4g088255,89.3923,0,0.0466,0.926,1.2922,0.9304,R only
Medtr4g088265,210.2874,0,1.7626,0.4008,1.0363,0.9501,R only
Medtr4g088280,138.1101,0,0.0235,0.9484,0.0002,NA,R only
Medtr4g088285,178.2883,0,0.4951,0.7107,0.002,NA,R only
Medtr4g088350,24.2021,0,1.2816,0.4954,0.3014,0.9934,R only
Medtr4g088385,38.8495,0,4.0817,0.1486,2.0627,0.8597,R only
Medtr4g088400,9.48,0.0229,3.7419,0.1731,0.8812,0.9617,R only
Medtr4g088510,242.1434,0,0.496,0.7104,12.3585,0.1073,R only
Medtr4g088660,24.1895,0,0.3929,0.7502,0.0467,NA,R only
Medtr4g088905,7.7136,0.0495,0.2847,0.795,1.3823,0.9252,R only
Medtr4g090510,8.705,0.0323,0.1179,0.877,1.1127,0.943,R only
Medtr4g090890,8.6524,0.0331,0.8478,0.6028,0.141,0.998,R only
Medtr4g091470,7.9319,0.045,2.0998,0.3466,0.0034,0.9996,R only
Medtr4g091900,13.4476,0.0036,2.6668,0.2729,0.0014,0.9996,R only
Medtr4g092700,76.2077,0,0.6333,0.6656,0.0354,0.9993,R only
Medtr4g093780,14.1801,0.0025,0,1,0.4734,NA,R only
Medtr4g093980,8.2514,0.0393,0.0349,0.9362,0.0129,NA,R only
Medtr4g094242,7.742,0.0489,2.3041,0.3181,2.7249,0.8002,R only
Medtr4g094255,12.2377,0.0064,1.5247,0.4447,0.156,0.998,R only
Medtr4g094285,7.7503,0.0488,1.5694,0.4358,0.9934,0.9516,R only
Medtr4g094288,17.4455,0.0005,0.0042,0.9792,0.0014,0.9996,R only
Medtr4g094325,212.3601,0,0.3057,0.7855,3.425,0.7316,R only
Medtr4g094335,177.2144,0,0.1111,0.8812,1.1986,0.9346,R only
Medtr4g094338,281.5047,0,0.4175,0.74,0.3493,0.9911,R only
Medtr4g094342,132.8312,0,0.0014,0.9883,0.6593,0.9757,R only
Medtr4g094352,231.4674,0,0.0669,0.9106,0.4034,0.9907,R only
Medtr4g094360,106.0361,0,0.0107,0.9662,1.2732,0.9306,R only
Medtr4g094362,78.8783,0,0.0247,0.947,0.6143,NA,R only
Medtr4g094465,7.7187,0.0494,1.2648,0.499,5.8015,0.5271,R only
Medtr4g094610,8.7378,0.0318,0.7259,0.6375,0.004,0.9996,R only
Medtr4g094690,9.5547,0.0221,0,0.9999,0.0082,0.9996,R only
Medtr4g094720,18.6164,0.0003,2.3771,0.3088,0.0011,NA,R only
Medtr4g094832,31.7359,0,0.391,0.7508,1.5601,0.9065,R only
Medtr4g094882,35.7146,0,2.1366,0.3412,0.0326,0.9993,R only
Medtr4g094942,12.7003,0.0052,1.8012,0.3942,0.0118,0.9996,R only
Medtr4g094958,8.0799,0.0425,5.4748,0.0824,0.0474,0.998,R only
Medtr4g095055,7.9014,0.0456,2.0057,0.3607,1.7172,0.893,R only
Medtr4g095320,15.0561,0.0017,2.9112,0.2453,1.7038,0.8939,R only
Medtr4g097880,13.539,0.0035,0.1086,0.8825,1.116,0.9424,R only
Medtr4g097950,12.9031,0.0047,1.4933,0.4506,0.4168,NA,R only
Medtr4g098820,16.7936,0.0007,0.3404,0.7718,0.0504,0.998,R only
Medtr4g098860,10.9398,0.0118,2.6211,0.2783,0.0179,0.9996,R only
Medtr4g098920,8.6595,0.033,3.6285,0.1814,0.0604,0.998,R only
Medtr4g099080,12.6995,0.0052,0.011,NA,0,NA,R only
Medtr4g099370,10.5534,0.014,3.2932,0.2089,0.1471,NA,R only
Medtr4g099400,20.4476,0.0001,5.5569,0.0797,2.7422,0.8002,R only
Medtr4g100690,142.9297,0,0.1725,0.8473,0.0026,0.9996,R only
Medtr4g100810,35.6328,0,6.1036,0.0633,0.4147,0.9907,R only
Medtr4g100860,23.3851,0,1.7659,0.4004,1.4453,0.9182,R only
Medtr4g101420,21.3324,0.0001,1.1812,0.5177,0.5154,0.9861,R only
Medtr4g101460,55.3427,0,1.4682,0.4556,0.6469,0.9768,R only
Medtr4g102380,9.2055,0.0258,5.435,0.0838,0.2338,0.998,R only
Medtr4g103400,109.8133,0,0.0023,0.9849,0.0018,NA,R only
Medtr4g103490,31.8265,0,0.7946,0.6173,0.6962,NA,R only
Medtr4g103495,258.655,0,0.0626,0.914,0.519,0.9858,R only
Medtr4g103540,9.7645,0.0201,6.5912,0.0519,3.1641,0.7512,R only
Medtr4g104410,29.3391,0,3.6119,0.1828,0.0436,NA,R only
Medtr4g104900,9.2768,0.025,4.8149,NA,0.1436,NA,R only
Medtr4g105070,11.3695,0.0096,1.8972,0.3786,0.2182,0.998,R only
Medtr4g105580,16.9481,0.0007,2.2469,0.3263,0.2153,NA,R only
Medtr4g106640,9.4762,0.0229,0.2966,0.7895,0.0063,0.9996,R only
Medtr4g106720,24.798,0,3.3137,0.2072,0.0806,NA,R only
Medtr4g106980,13.4303,0.0036,1.1959,0.5142,0.2588,0.998,R only
Medtr4g107370,23.2137,0,1.6739,0.4161,0.0196,0.9996,R only
Medtr4g107490,10.2388,0.0163,0.1128,0.8799,4.8318,0.6043,R only
Medtr4g107630,55.6455,0,3.1278,0.2239,0.0139,0.9996,R only
Medtr4g109010,11.9549,0.0073,2.4588,0.2981,1.1445,NA,R only
Medtr4g109090,55.9476,0,1.3934,0.4707,1.1085,0.9431,R only
Medtr4g109140,12.8738,0.0047,2.2214,0.3297,0.584,0.9793,R only
Medtr4g109660,13.7283,0.0032,0.006,0.975,0.6319,NA,R only
Medtr4g109700,9.6499,0.0211,3.7594,0.1719,0.5243,0.9856,R only
Medtr4g110130,82.5599,0,0.8401,0.6044,1.4542,0.9173,R only
Medtr4g111710,13.534,0.0035,1.3503,0.4796,0.0031,0.9996,R only
Medtr4g111840,9.4271,0.0234,0.0051,0.9774,0.1516,0.998,R only
Medtr4g111935,28.0033,0,2.5391,0.2882,0.2217,NA,R only
Medtr4g111945,7.9828,0.0441,2.2953,0.3191,0.3629,0.9907,R only
Medtr4g112990,10.2074,0.0165,0.9519,0.5745,3.8365,0.6895,R only
Medtr4g113080,29.1727,0,1.5122,0.4472,6.2866,NA,R only
Medtr4g113260,14.382,0.0023,3.4661,0.194,6.1548,NA,R only
Medtr4g113345,42.9427,0,0.1001,0.8874,0.0887,NA,R only
Medtr4g113790,14.1894,0.0025,1.3612,0.4775,0.0673,0.998,R only
Medtr4g114360,11.1888,0.0104,2.6269,0.2776,3.0787,0.7577,R only
Medtr4g114660,31.576,0,0.1598,0.8545,1.1533,NA,R only
Medtr4g114870,15.453,0.0014,2.6906,0.2699,1.0697,0.9443,R only
Medtr4g115075,10.89,0.012,2.5419,0.288,0.038,NA,R only
Medtr4g115640,11.1693,0.0105,6.6471,0.0507,0.6557,0.9757,R only
Medtr4g116040,98.953,0,0.1093,0.8822,2.8919,NA,R only
Medtr4g116050,22.9256,0,0.1014,NA,0.0015,NA,R only
Medtr4g116060,261.1777,0,0.0156,0.9585,0.6202,0.9786,R only
Medtr4g116200,30.9167,0,0.2799,0.7973,0.1971,0.998,R only
Medtr4g116300,10.8348,0.0123,4.889,0.1055,1.5149,0.9097,R only
Medtr4g116330,7.8753,0.0462,0.0001,0.9967,0.1417,0.998,R only
Medtr4g116360,105.2614,0,0.0187,0.9549,0.1331,NA,R only
Medtr4g116990,127.6322,0,3.2427,0.2134,0.4475,0.9907,R only
Medtr4g117000,308.8401,0,0.546,0.6943,5.5032,0.5547,R only
Medtr4g117360,8.2841,0.0387,1.8681,0.3831,6.5227,0.463,R only
Medtr4g117550,24.8088,0,1.0165,0.558,2.1654,NA,R only
Medtr4g118510,7.9725,0.0443,4.0844,0.1484,0.0499,0.998,R only
Medtr4g118560,10.352,0.0154,0.7819,0.621,0.2391,0.998,R only
Medtr4g119140,9.771,0.02,0.005,0.9774,0.3528,0.9911,R only
Medtr4g119270,20.4012,0.0001,0,0.9994,1.0209,NA,R only
Medtr4g119450,96.0334,0,0.2706,0.8014,0.3599,NA,R only
Medtr4g119490,36.524,0,0.1442,0.8632,0.0227,0.9996,R only
Medtr4g119850,8.4508,0.0362,2.0543,0.3533,0.0376,NA,R only
Medtr4g119910,27.6933,0,1.9413,0.3715,0.3534,0.9911,R only
Medtr4g120160,12.426,0.0059,0.0171,0.9568,0.8592,NA,R only
Medtr4g120830,18.6552,0.0003,5.7078,0.0745,0.1536,0.998,R only
Medtr4g120940,10.7275,0.013,1.1119,0.5342,3.2494,0.7428,R only
Medtr4g120950,89.326,0,0.2522,0.8091,0.0938,0.998,R only
Medtr4g120970,10.2064,0.0165,1.0069,0.5604,3.3865,0.7319,R only
Medtr4g121140,15.7392,0.0012,0.5923,0.6788,0.6278,0.9777,R only
Medtr4g122110,8.5191,0.0352,2.0068,0.3606,0.3197,0.993,R only
Medtr4g123760,9.9431,0.0186,5.6299,0.0773,0.6818,0.9754,R only
Medtr4g123870,14.0443,0.0027,0.2224,0.823,0.8404,0.9636,R only
Medtr4g124740,12.0646,0.0069,0.5414,NA,0.0406,NA,R only
Medtr4g125180,32.2385,0,0.9618,0.5716,0.0947,0.998,R only
Medtr4g125700,10.8133,0.0124,0.2658,0.8035,1.0108,0.9516,R only
Medtr4g125800,10.9511,0.0117,0.0049,0.9775,0.1681,0.998,R only
Medtr4g125920,49.5828,0,1.9585,0.3686,0.0662,0.998,R only
Medtr4g126150,152.2021,0,4.0028,0.1541,3.5126,0.7217,R only
Medtr4g126940,14.0242,0.0027,0.52,NA,0.0298,NA,R only
Medtr4g127440,26.9832,0,0.1475,0.8613,1.4253,NA,R only
Medtr4g127620,16.8353,0.0007,1.0349,0.5537,0.1569,0.998,R only
Medtr4g127950,12.9102,0.0047,0.0418,0.9295,0.0161,0.9996,R only
Medtr4g128020,8.1946,0.0404,1.8762,0.3819,0.0573,0.998,R only
Medtr4g129070,10.4888,0.0144,6.4005,0.0561,0.4311,0.9907,R only
Medtr4g129150,8.1145,0.0418,0.8091,0.613,0.0615,0.998,R only
Medtr4g129330,12.2744,0.0063,1.1529,0.5248,0.1158,0.998,R only
